,sentence_file,sentence,idiomatic_part,ip_start,ip_length,tags
1751,sentence_4279.txt,"You can go down to the council and rant and rave, you still wont get anything.",rant and rave,35,13,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1752,sentence_428.txt,It's a no go area.,no go area,7,10,"[0, 0, 1, 1, 1]"
1753,sentence_4283.txt,Armchair birdwatchers can see red kites and peregrine falcons through the eyes of painter Bruce Pearson in David Cobham's Birdscape on Channel 4 on Thursdays in May and June.,see red,26,7,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1754,sentence_4284.txt,"Kevin Keegan, the new kid on the managerial chopping block, lasted just two games before falling victim to the short fuse of frustration.",short fuse,111,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
1755,sentence_4287.txt,"It is the pantomime humour we all grew up with, where the compre talks about the organist's big organ and his steamed up glasses.",steamed up,110,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1756,sentence_429.txt,"To keep the rod upright, out of harm 's way when not in use.",out of harm 's way,25,18,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
1757,sentence_4294.txt,You're in danger of going too far this week.,going too far,20,13,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
1758,sentence_4296.txt,That was the last straw as far as I was concerned.,the last straw,9,14,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1759,sentence_43.txt,I really should er phone Breezy up and call his bluff and find out,call his bluff,39,14,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1760,sentence_430.txt,"In a recent episode of a Music Television cartoon called Beavis and Butthead, the characters play with fire.",play with fire,93,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1761,sentence_4303.txt,"Commecrial viewdata services aimed at domestic customers are starting up in the US later this year, but it is not clear that the public is waiting with bated breath.",bated breath,152,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1762,sentence_431.txt,It is not in your nature to put your head on the block; so much I do know.,put your head on the block,28,26,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1763,sentence_4315.txt,"If you go fertilizing with unsterilized bonemeal, for instance, hold your breath; the stuff can be crawling with anthrax germs.",hold your breath,64,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1764,sentence_432.txt,"And would the swans find shelter from the storm, or ride it out like three-masted sailing ships?",ride it out,52,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1765,sentence_4321.txt,On the Saturday I got the pins and needles back and was rushed to casualty.,pins and needles,26,16,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1766,sentence_4325.txt,The young lady behind the bar was scared stiff by our presence.,scared stiff,34,12,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1767,sentence_4327.txt,"Everyone had been waiting on tenterhooks on the platform, as they had been technically ready for more than a day.",on tenterhooks,26,14,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1768,sentence_433.txt,Phil Angell asked him what does it take to risk life and limb.,risk life and limb,43,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1769,sentence_434.txt,Och he knows you're in safe hands like when you come round here.,in safe hands,20,13,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1770,sentence_4340.txt,"And while the arm and thigh muscles do the greatest share of the work, the rider's whole body is at fever pitch during a race.",fever pitch,100,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1771,sentence_4346.txt,By the New Year I'll be raring to go and can tell the manager.,raring to go,24,12,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1772,sentence_4348.txt,"The council, backing the "" polluter must pay "" argument, says it is unfair for householders to bear the brunt of the cost; a tax should be levied on pesticide manufacturers, it argues, and motorists should pay for road drainage through the car licence duty.",bear the brunt,95,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1773,sentence_435.txt,Just to be on the safe side.,on the safe side,11,16,"[0, 0, 0, 1, 1, 1, 1]"
1774,sentence_4355.txt,That is very close to home.,close to home,13,13,"[0, 0, 0, 1, 1, 1]"
1775,sentence_4359.txt,I'm sensing warp portals opening deep down in our city.,deep down,33,9,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1776,sentence_436.txt,Safety in numbers.,Safety in numbers,0,17,"[1, 1, 1]"
1777,sentence_4366.txt,"Ultimately, the return of Madness is hardly something to get worked up about.",get worked up,57,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1778,sentence_4367.txt,"I also establish safety by showing I'm able to take a hell of a lot of flack and stress and if they go to pieces, I'll be there",go to pieces,100,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1779,sentence_437.txt,"You really do like to sail close to the wind, don't you?",sail close to the wind,22,22,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
1780,sentence_4370.txt,"Young Keith looks a great prospect, a fast and astute runner with the ball, hard as nails in driving play, a good kicker and passer.",hard as nails,76,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1781,sentence_4371.txt,"With Keith, I fell head over heels in love with him from the first time we met.",head over heels in love,19,23,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1782,sentence_4372.txt,"As we fail to remember our previous situation, a slow and subtle change of heart takes place.",change of heart,65,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
1783,sentence_4376.txt,It was appreciated by fans who sang 'Always Look On The Bright Side Of Life.',Look On The Bright Side,44,23,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
1784,sentence_438.txt,Don't use your brother's name to save your neck.,save your neck,33,14,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
1785,sentence_4381.txt,"Rosa showed him into the living-room, where Luce was waiting with mixed feelings.",mixed feelings,66,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1786,sentence_4382.txt,"I wrote back thanking him and assuring him that there were no hard feelings on my part, but my decision is unchanged.",no hard feelings,59,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1787,sentence_4389.txt,"Australian charged with spreading the rugby league gospel in the capital, was pleased as punch.",pleased as punch,78,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1788,sentence_439.txt,A business worth three billion pounds a year is at stake.,at stake,48,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1789,sentence_4397.txt,"He really gets steamed up if they're left open,",steamed up,15,10,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
1790,sentence_44.txt,"I think if we knew what those heart and lung transplants cost, people would be up in arms that the National Health Service is being expected to fund that.",up in arms,79,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1791,sentence_440.txt,"If the bombing starts, take cover in the basement.",take cover,23,10,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
1792,sentence_4408.txt,"Louis was reconstituting the royal family, keeping his adult sons on tenterhooks.",on tenterhooks,66,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1793,sentence_4412.txt,Franco's thinly veiled reference to a difference of opinion with his Italian and German collaborators was an understatement of the truth.,thinly veiled,9,13,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1794,sentence_4414.txt,"She left her office at about five forty-five, saw Naylor's Jaguar in the car park and went weak at the knees about him for a few seconds, then she determinedly got into her own car and drove home.",weak at the knees,91,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1795,sentence_442.txt,Better watch your step next time you drink whisky.,watch your step,7,15,"[0, 1, 1, 1, 0, 0, 0, 0, 0]"
1796,sentence_4423.txt,"By midnight the end-of-course party is in full swing, but most cadets, like the General, are sound asleep.",in full swing,39,13,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1797,sentence_444.txt,I reckon the teacher fell asleep at the wheel.,asleep at the wheel,26,19,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
1798,sentence_4441.txt,"You don't have to stay in bed all the time, but take it easy and watch your diet.",take it easy,48,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1799,sentence_4445.txt,Living on cloud nine is intoxicating and precarious.,on cloud nine,7,13,"[0, 1, 1, 1, 0, 0, 0, 0]"
1800,sentence_4448.txt,"Some were very angry, they thought it would last for ever, yes a bit down in the dumps, especially the younger people, some old people looked forward to it.",down in the dumps,69,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1801,sentence_446.txt,I could do with forty winks right now and Otley would never miss me.,forty winks,16,11,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1802,sentence_4464.txt,"The National Display Team came for the afternoon to show their special item , we were all over the moon.",over the moon,90,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1803,sentence_4468.txt,"He was in seventh heaven, so excited.",in seventh heaven,7,17,"[0, 0, 1, 1, 1, 0, 0]"
1804,sentence_447.txt,"Come on old girl, up the golden stairs, let's hit the hay.",hit the hay,46,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1805,sentence_4470.txt,"Looks thrilled to bits, doesn't he?",thrilled to bits,6,16,"[0, 1, 1, 1, 0, 0]"
1806,sentence_4473.txt,"Mountain biking is wonderful, you're on top of the world while you're pedalling and even higher when you've finished.",on top of the world,37,19,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1807,sentence_4474.txt,"There is a curious feeling of walking on air, which I have never thought as agreeable a sensation as people try to make out.",walking on air,30,14,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1808,sentence_4477.txt,Go bananas for that hour glass figure.,Go bananas,0,10,"[1, 1, 0, 0, 0, 0, 0]"
1809,sentence_448.txt,"I suppose it came into my room for a few minutes to see a book I'd been telling him about, then he left and I hit the sack.",hit the sack,110,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1810,sentence_4484.txt,"Of course, this is not all there is to life.",not all there,19,13,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1811,sentence_449.txt,"If this were a simple and one-way movement, the answer would lie in ensuring that the record of achievement is up to date and intelligible.",lie in,61,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1812,sentence_4497.txt,"They just hadn't come to her notice, so she had to eat humble pie.",eat humble pie,51,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1813,sentence_45.txt,Do me a favour and get off my back.,get off my back,19,15,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
1814,sentence_450.txt,"Oh I was out like a light, but on the  I don't think you'd bloody wake me if I had one now.",out like a light,9,16,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1815,sentence_4505.txt,He had to learn through trial and error.,trial and error,24,15,"[0, 0, 0, 0, 0, 1, 1, 1]"
1816,sentence_4506.txt,Any notion that the economy of the countryside is fundamentally different to that in towns is now wide of the mark.,wide of the mark,98,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1817,sentence_4509.txt,"No I don't, but nevertheless, nobody knew only people like us and the neighbours, how that kid was every day when her mother according to Julia had her because it was the done thing.",the done thing,167,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1818,sentence_451.txt,By the time he arrived at Amanda's he was ready to drop.,ready to drop,42,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1819,sentence_4512.txt,"Friends clamoured to escape the trauma of walking endlessly up and down Glasgow's Byres Road with a bottle of Hirondelle looking for a party to gatecrash,.",gatecrash,144,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1820,sentence_452.txt,"And the, the swaying of the ship and I used to sleep like a log.",sleep like a log,47,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1821,sentence_4520.txt,"However, Mr Ray also warned delegates that the achilles heel of the case for nuclear remains the issue of the disposal of waste.",achilles heel,47,13,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1822,sentence_4521.txt,"More precisely, one complaint from a parent actually appeared, but this was enough to set alarm bells ringing.",alarm bells ringing,90,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1823,sentence_4522.txt,"My God, asking for trouble, just asking for it.",asking for trouble,8,18,"[0, 0, 1, 1, 1, 0, 0, 0, 0]"
1824,sentence_4523.txt,"She stood with her back to the wall, sheltering from the rain.",back to the wall,19,16,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
1825,sentence_453.txt,And then sleep on it.,sleep on it,9,11,"[0, 0, 1, 1, 1]"
1826,sentence_4530.txt,"If anyone makes a mistake, it's the senior person who has to carry the can.",carry the can,61,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1827,sentence_4531.txt,"In short, for many employees constructive dismissal claims give rise to a Catch 22.",Catch 22,74,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1828,sentence_4537.txt,"Thought it has a supportive county council and a productive work force, yet it has its cross to bear.",cross to bear,87,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1829,sentence_4539.txt,The crux of the matter today is that those children were not listened to or believed when they complained to the very people in whose care we had put them for protection.,crux of the matter,4,18,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1830,sentence_454.txt,I can not sleep a wink now.,sleep a wink,10,12,"[0, 0, 0, 1, 1, 1, 0]"
1831,sentence_4544.txt,"And then, voila, Inspector Rose will get to the bottom of the mystery and we can enjoy our holiday.",get to the bottom of,37,20,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1832,sentence_4551.txt,"At Crowland in Lincolnshire stands a medieval bridge, stranded high and dry in the middle of the town.",high and dry,63,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1833,sentence_4553.txt,But I won't leave you in the lurch even if that time comes.,in the lurch,22,12,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1834,sentence_4556.txt,For the viability of towns depends in the last resort on a solid economic foundation.,last resort,42,11,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1835,sentence_456.txt,"Like the Carters', the Parsons' marriage was in turn-around, only there it was Dennis who was the sleeping partner.",sleeping partner,98,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1836,sentence_4560.txt,"I didn't like that much because it was so smelly, but a necessary evil.",necessary evil,56,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1837,sentence_4566.txt,A manager who wishes to resist change will pass the buck by saying that customary habits and methods have always worked in the past.,pass the buck,43,13,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1838,sentence_4568.txt,There is no quick fix to defeat terrorism in Northern Ireland.,quick fix,12,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
1839,sentence_4569.txt,"He was shattered, though he put on a brave face.",put on a brave face,28,19,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1840,sentence_4571.txt,Utilities such as electricity have a boring image but scratch the surface and it's fascinating.,scratch the surface,54,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1841,sentence_4579.txt,The chief stumbling block to a wider newspaper audience remained the high illiteracy rate.,stumbling block,10,15,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1842,sentence_4584.txt,Tax relief is a thorny issue because it over-benefits those who are earning.,thorny issue,16,12,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1843,sentence_4588.txt,Or a mite more forgiving in a tight spot?,tight spot,30,10,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
1844,sentence_4589.txt,"Moreover, death is just' the tip of the iceberg.",tip of the iceberg,29,18,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
1845,sentence_459.txt,"Given that the main impetus behind EMU is the desire of the French to get a seat on the Bundesbank, and given the fact that the Germans hold all the aces, this is hardly surprising.",hold all the aces,136,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
1846,sentence_4594.txt,The effect was to leave the peasant in a vicious circle of poverty.,vicious circle,41,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
1847,sentence_4597.txt,"The performance went off without a hitch and the Vancouver Symphony Orchestra, with Dr Otto Klemperer conducting, played brilliantly.",without a hitch,25,15,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1848,sentence_4600.txt,"When news arrived that not only France but also the Habsburg Empire was tottering, he became yet more strongly inclined to batten down the hatches.",batten down the hatches,123,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1849,sentence_4601.txt,The whole point is adventure and calculated risk taking.,calculated risk,33,15,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
1850,sentence_4603.txt,I did take chances from time to time and can recall more than one close shave.,close shave,66,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1851,sentence_4608.txt,In Whitehall there was a deep awareness of the fragility of British power: one false move and the whole house of cards could come tumbling down.,false move,79,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1852,sentence_4609.txt,Making an advance estimate of its amount in a particular case is fraught with danger.,fraught with danger,65,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1853,sentence_461.txt,But if you blow the whole lot on celebrating you will be back to square one.,back to square one,57,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1854,sentence_4613.txt,"Whatever you decide, it pays to look before you leap.",look before you leap,32,20,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1855,sentence_4615.txt,All his vital organs are safely out of harm 's way.,out of harm 's way,32,18,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1856,sentence_462.txt,"No, I've looked in the bag.",in the bag,16,10,"[0, 0, 0, 1, 1, 1]"
1857,sentence_4620.txt,He left them in safe hands.,in safe hands,13,13,"[0, 0, 0, 1, 1, 1]"
1858,sentence_4621.txt,"She must fetch her raincoat, just to be on the safe side.",on the safe side,40,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1859,sentence_4622.txt,There is safety in numbers folks.,safety in numbers,9,17,"[0, 0, 1, 1, 1, 0]"
1860,sentence_4625.txt,"Thirdly, there is therefore never a single hypothesis at stake.",at stake,54,8,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1861,sentence_4626.txt,Grade Two studying next to a ditch in which they can take cover if the planes should strike today.,take cover,53,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
1862,sentence_4628.txt,"The sign outside may say Cad Mle Fate, but inside you watch your step.",watch your step,54,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1863,sentence_463.txt,The tree was destroyed before it could bear fruit.,bear fruit,39,10,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
1864,sentence_4635.txt,"His real interests, however, increasingly came to lie in science and eventually his father paid for him to attend University College London, where he studied chemistry.",lie in,50,6,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1865,sentence_4636.txt,"He's not, he'll be out like a light.",out like a light,19,16,"[0, 0, 0, 0, 1, 1, 1, 1]"
1866,sentence_4637.txt,Malleson had said that half the people were as ready to drop out as he was and he had already dropped out.,ready to drop,47,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1867,sentence_464.txt,"If the police went charging up a blind alley as a result of her information, it wouldn't be her fault.",up a blind alley,28,16,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1868,sentence_4642.txt,"He used to be in the board meeting with us, and was referred to as the sleeping partner by the directors.",sleeping partner,71,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1869,sentence_4647.txt,Education chairman Gideon Ben-Tovim said Option 3 took the council back to square one in its search for a long-term policy for special schools.,back to square one,67,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1870,sentence_4648.txt,The Welsh farmer's son had the 1988 conditional jockeys' title already in the bag.,in the bag,71,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1871,sentence_4649.txt,As the branch can not bear fruit by itself.,bear fruit,22,10,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
1872,sentence_465.txt,Its reputation rests on classy programmes often made as international co-productions like David Attenborough's blockbuster natural history series.,blockbuster,111,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
1873,sentence_4651.txt,"But as aspiring authors know, there is more to a blockbuster than a fulsome blurb.",blockbuster,49,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1874,sentence_4659.txt,Many manufacturers have come to grief on the belief that technical solutions can be bought pre-packaged.,come to grief,24,13,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1875,sentence_4664.txt,"First, we want promotion this season and we're on course for that.",on course for,47,13,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1876,sentence_4669.txt,"April Harold Wilson admitted what everyone else already knew, the Bill was a dead duck.",dead duck,77,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1877,sentence_467.txt,"Then came the Gulf war and, as Harry Coe recalls, the bottom fell out of the market.",bottom fell out,54,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1878,sentence_4677.txt,Now the arguments against using lightweight man-made slates fall flat.,fall flat,60,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1879,sentence_4678.txt,And its spectacular fall from grace should serve as a warning.,fall from grace,20,15,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1880,sentence_468.txt,Can Desert Orchid the champion bring the house down and win.,bring the house down,31,20,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
1881,sentence_4683.txt,Mr Crowe emphasised the achievement was no flash in the pan but the result of continuous improvement over several years.,flash in the pan,43,16,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1882,sentence_4685.txt,I am delighted that they all passed with flying colours.,with flying colours,36,19,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1883,sentence_4686.txt,"However, you also need to give yourself a flying start by stimulating the circulation through massage and natural herbal extracts.",flying start,42,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1884,sentence_4695.txt,"Such deliberation, while the youth of Britain were liable to go up in smoke, outraged many.",go up in smoke,61,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
1885,sentence_4696.txt,"Nowadays, these people have got it made.",got it made,28,11,"[0, 0, 0, 0, 1, 1, 1]"
1886,sentence_470.txt,Never get anything done in this life if you don't chance your arm.,chance your arm,50,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
