,candidate,words,tags,tags_fixed
2168,peg out,"Pegged out : dental problems may be a symptom of other illness in the body , above .",B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2169,peg out,There are eight other pegging out points .,O O O O B-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 1, 1, 0, 0]"
2170,peg out,Peg out the four corners .,B-IDIOM I-IDIOM O O O O,"[1, 1, 0, 0, 0, 0]"
2171,pig out,I 'm just frightened you 're going to pig out,O O O O O O O O B-IDIOM I-IDIOM,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2172,pig out,Christmas Day 1988 has been delightful if unremarkable and we snuggle down after pigging out on room service and a floor picnic of the remaining Marks and Spencer goodies .,O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2173,pig out,he really pigged out this morning .,O O B-IDIOM I-IDIOM O O O,"[0, 0, 1, 1, 0, 0, 0]"
2174,pig out,"All together now ( to the tune of Ooh-ah Cantona ) ‘ Pigs out of Europe , I said pigs out of Europe ! ’",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
2175,pig out,"Taylor , 47 , of Potlands , Leeming Bar , failed to attend court and was convicted in his absence of two charges of moving pigs out of the declared area .",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
2176,pig out,Subject : Pigs out ( was Poll ),O O B-IDIOM I-IDIOM O O O O,"[0, 0, 1, 1, 0, 0, 0, 0]"
2177,pipe down,"Pipe down , sorry , get out .",B-IDIOM I-IDIOM O O O O O O,"[1, 1, 0, 0, 0, 0, 0, 0]"
2178,pipe down,Desperate for quiet they called police who told the old-timers to pipe down .,O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
2179,pipe down,‘ Everybody pipe down .,O O B-IDIOM I-IDIOM O,"[0, 0, 1, 1, 0]"
2180,pipe down,"‘ You pipe down , young Peregrine .",O O B-IDIOM I-IDIOM O O O O,"[0, 0, 1, 1, 0, 0, 0, 0]"
2181,pipe down,"This group , under the chairmanship of Dr Toni Eden , has been drafting standards for every service that is likely to be piped down a British cable system .",O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
2182,pipe down,PIPE DOWN CLOUGH !,B-IDIOM I-IDIOM O O,"[1, 1, 0, 0]"
2183,play devil's advocate,"You can always defer to the "" off-stage "" higher authority ( which means you 're less likely to have a revolution on your hands ! ) ; you can seek assistance ; you can still play Devil 's Advocate ; you can co-ordinate ; bring information and , importantly , transfer responsibility to the children .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2184,play devil's advocate,Somehow you have to play devil 's advocate against your presentation and try to knock it to pieces .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2185,play devil's advocate,"‘ Are you playing devil 's advocate , by any chance ? ’",O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
2186,play devil's advocate,I 'm playing devil 's advocate again .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 1, 1, 1, 1, 0, 0]"
2187,play safe,But it is unlikely — despite disclosure of business rules — that the less aware will not find themselves on a spectacularly high-risk syndicate which had in the past played safe .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
2188,play safe,"Of course he had , but better play safe .",O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
2189,play safe,"Replies tend to play safe , and often give names , which clearly do not refer to the land you 're interested in .",O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2190,play safe,Play safe .,B-IDIOM I-IDIOM O,"[1, 1, 0]"
2191,play safe,"At a time when galleries are feeling the financial squeeze and playing safe with established artists , or even closing altogether , showing and selling work to the public from one 's own studio is an attractive option for artists .",O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2192,play safe,"But when it comes to the ecstatically energised and demonstrative music , he either plays safe with tempi and tones down orchestral brilliance or , more alarmingly , decides to add a wealth of extra cymbal ( suspended and clashed ) , presumably in the misguided notion that more emphasis is required .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2193,play safe,PLAYING SAFE,B-IDIOM I-IDIOM,"[1, 1]"
2194,play safe,PLAY SAFE WITH SAVLON .,B-IDIOM I-IDIOM O O O,"[1, 1, 0, 0, 0]"
2195,play safe,PARENTS ' PLAYTIME SPECIAL • Instant toys for bored babies • Water games • Best-buy pools and sandpits • Playing safe in the playground,O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
2196,prick up [pron] ears,"But what could be worthier of my human intelligence than to discriminate between and interrelate the parts of a painting or musical composition with the concentration of a mathematician solving a problem , yet respond to them with the immediacy of a dog pricking up its ears ?",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
2197,prick up [pron] ears,The colony pricks up its ears .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 1, 0]"
2198,prick up [pron] ears,"Alf Ackroyd behind the bar pricked up his ears , as if some rival establishment to his own were under discussion .",O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2199,prick up [pron] ears,There was a studied casualness in his tone that made Melissa prick up her ears .,O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
2200,prick up [pron] ears,"Complete the film title , prick up er , oh start again , prick up your ears , bottom or pantyhose ?",O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
2201,prick up [pron] ears,"It had stopped munching away in its stall , pricked up its ears and jerked its head up and down at the powerful voice of the world-famous soprano .",O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2202,prick up [pron] ears,"Hosanna could see it too , and would prick up his ears as he sat on her lap and focus on Gabriel moving around by the sink or fixing the green curtains at the window .",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2203,prick up [pron] ears,"Penny Warlock , cringing under the intense peer of Mrs Crumwallis , pricked up her ears .",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
2204,prick up [pron] ears,Dormer windows prick up their ears like terriers .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 1, 1, 1, 1, 0, 0, 0]"
2205,prick up [pron] ears,‘ Prick Up Your Ears ’,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
2206,prick up [pron] ears,We pricked up our ears .,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
2207,pull [pron] wool over [pron] eyes,It 's hard with family to pull the wool over their eyes emotionally because they have seen you go through all sorts of things when you are growing up . ’,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2208,pull [pron] wool over [pron] eyes,And we think that Gen McCreery would have given short shrift to anyone who tried to pull the wool over his eyes .,O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
2209,pull [pron] wool over [pron] eyes,"While Henry II talked of peace and allowed first Geoffrey and then Henry to pull the wool over his eyes , Richard 's duchy was slipping away from him .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2210,pull [pron] wool over [pron] eyes,You can not pull the wool over my eyes like that .,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
2211,pull [pron] wool over [pron] eyes,‘ I can think of one firm that I think had tried to pull the wool over our eyes for many years .,O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
2212,pull [pron] wool over [pron] eyes,Someone is trying to pull the wool over your eyes .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
2213,pulling [pron] leg,For wisecrackers have been pulling their legs unmercifully ever since the sex and sangria saga hit the airwaves .,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2214,pulling [pron] leg,"That quip could get you recommended to the witless corps , brother , ’ the speaker put in , ‘ Oh , I was only pulling her leg .",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
2215,pulling [pron] leg,"She tried her legs next , and they moved a bit within the straps , but her boots prevented her from pulling her legs through the loops .",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
2216,pulling [pron] leg,‘ You 're pulling my leg ! ’,O O O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 1, 1, 1, 0, 0]"
2217,pulling [pron] leg,You do not have to say that but we all you know you 're you 're pulling their leg the whole time okay ?,O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
2218,pulling [pron] leg,"‘ It 's all right , I 'm only pulling your leg . ’",O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
2219,pulling [pron] leg,She was pulling his leg .,O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 0]"
2220,pulling [pron] leg,"He showed outstanding bravery , pulling his legs up until the very last minute .",O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
2221,pulling [pron] leg,"Pulling their leg can come later , if and when rapport has been established .",B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2222,let [pron] heart rule [pron] head,"If you 'd let your heart rule your head instead of your winkle , you would not be in this state ! ’",O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2223,let [pron] heart rule [pron] head,I MUST N'T let my heart rule my head .,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
2224,let [pron] heart rule [pron] head,‘ We used to let our hearts rule our heads .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
2225,let [pron] heart rule [pron] head,"Rulers who let their hearts rule their heads tended to court disaster , be they male or female ; and there have been plenty of examples of both .",O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2226,love to death,She loves it to death .,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
2227,love to death,‘ I love it to death . ’,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 1, 1, 1, 1, 0, 0]"
2228,love to death,Mm well we love him to death .,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 1, 1, 1, 1, 0]"
2229,love to death,"QueenSpark Books present two simultaneous writing workshops : ‘ Love 'em to Death ’ writing about romance , ‘ Steamy Stories ’ writing about sexuality and desire .",O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2230,love to death,"Miss Shields , 27 , is currently filming a CBS TV movie , I Love You To Death — The Laura Black Story .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
2231,leave no stone unturned,"Rod , working on his own life story with a ghost writer , has promised : ‘ I am going to leave no stone unturned — I intend to delve deeply into the numerous stains I have left on the tapestry of life . ’",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2232,leave no stone unturned,"I have always been careful to leave no stone unturned , ever since a time in Philadelphia when a particularly uncomfortable sofa turned out to be hiding a pair of magnificent George III sideboard dishes , subsequently sold for $66,000 .",O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2233,leave no stone unturned,County Board officials are leaving no stone unturned in their efforts to ensure that everything possible is done to facilitate the preparations for the big game .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2234,leave no stone unturned,"‘ Finished it , ’ he concluded for her , and Leith knew then that if Naylor Massingham had been looking to find fault with her work then plainly he 'd left no stone unturned .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
2235,leave no stone unturned,"Leaving no stone unturned for its Destiny launch , the telephone company offshoot went so far as to score still another first , announcing SVR4.2 simultaneously in Europe , the Far East , the US and Russia , reportedly at a Unix user group meeting , facilitated by the famed Esther Dyson .",B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2236,let [pron] off [pron] hook,I was grateful to be let off the hook .,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
2237,let [pron] off [pron] hook,‘ If you found someone such as I have just described it would let you off the hook . ’,O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
2238,let [pron] off [pron] hook,"Well , she was not going to let him off the hook that easily .",O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]"
2239,let [pron] off [pron] hook,"‘ I suppose that lets us off the hook , ’ Lucinda offered .",O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
2240,let [pron] off [pron] hook,‘ Psychobabble ’ can let them off the hook .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
2241,let [pron] off [pron] hook,"He had never seen Mandy look contrite before , and he decided , wickedly , to make her suffer a bit before he let her off the hook .",O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
2242,let [pron] off [pron] hook,"Telling the whole truth about the Ayr salmon , rather than letting me off the hook , only improved the tale .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
2243,let [pron] off [pron] hook,He wanted to make sure he knew who 'd been the problem and would not let me off the hook .,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
2244,let [pron] off [pron] hook,"Unfortunately though , my nose will not let me off the hook and I am forced to leave it .",O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2245,let [pron] off [pron] hook,"Once the dealer gave his number under these circumstances , he was submitting to the client 's own terms , letting him off the hook .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
2246,let [pron] off [pron] hook,Ruether does not think in terms of a God who is transcendent above history and acts as an agent in history ; and this we might say lets her off the hook as far as the theodicy question is concerned .,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2247,let [pron] off [pron] hook,A change of clothing also lets you off the hook .,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
2248,lose [pron] head,"IBM has lost its head of worldwide database design and strategy , and the man responsible for DB2 , Jnan Dash , to Oracle Corp , to be vice-president , Database Technologies .",O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2249,lose [pron] head,More than one lost his head as a consequence of making what were alleged to be seditious or treacherous statements in the House of Commons .,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2250,lose [pron] head,"This looks as eye-like to the predator as the real eye , and gives the prey a fifty-fifty chance of losing its head .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
2251,lose [pron] head,"Your mentor might lose his head on the block , or be handed a P45 in today 's language .",O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2252,lose [pron] head,I 'm not going to lose my head and try and rush out at the first chance .,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2253,lose [pron] head,"I must be losing my head , she thought .",O O O B-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
2254,lose [pron] head,"I then walked across to the photographers and lost my temper , lost my head .",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
2255,lose [pron] head,He had lost his heart and was in danger of losing his head .,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
2256,lose [pron] head,Liverpool showed enough in Moscow before losing their heads to indicate that the task is not beyond them .,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2257,lose [pron] head,"losing their heads ,",B-IDIOM I-IDIOM I-IDIOM O,"[1, 1, 1, 0]"
